Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21,0.0,0.7435054008118407,0.7390797734260559,0.7390797734260559,10200,0.0,0.0
1973-02-22,0.0,0.7435054008118407,0.7346541460402711,0.7390797734260559,5600,0.0,0.0
1973-02-23,0.0,0.7479306260744731,0.7390793760617574,0.7435050010681152,1800,0.0,0.0
1973-02-26,0.0,0.7479306260744731,0.7390793760617574,0.7435050010681152,7200,0.0,0.0
1973-02-27,0.0,0.7435050010681152,0.7435050010681152,0.7435050010681152,2400,0.0,0.0
1973-02-28,0.0,0.7435050010681152,0.7390793760617574,0.7435050010681152,2000,0.0,0.0
1973-03-01,0.0,0.7435052624667983,0.7346540093421936,0.7346540093421936,5600,0.0,0.0
1973-03-02,0.0,0.7435054008118407,0.7346541460402711,0.7390797734260559,3200,0.0,0.0
1973-03-05,0.0,0.7435052624667983,0.7346540093421936,0.7346540093421936,4000,0.0,0.0
1973-03-06,0.0,0.7435054008118407,0.7390797734260559,0.7390797734260559,5200,0.0,0.0
1973-03-07,0.0,0.7435050010681152,0.7390793760617574,0.7435050010681152,3800,0.0,0.0
1973-03-08,0.0,0.7435054008118407,0.7346541460402711,0.7390797734260559,9200,0.0,0.0
1973-03-09,0.0,0.7435052624667983,0.7346540093421936,0.7346540093421936,5400,0.0,0.0
1973-03-12,0.0,0.7435054008118407,0.7346541460402711,0.7390797734260559,3200,0.0,0.0
1973-03-13,0.0,0.7435052624667983,0.7346540093421936,0.7346540093421936,5400,0.0,0.0
1973-03-14,0.0,0.7435052624667983,0.7302283827798912,0.7346540093421936,5600,0.0,0.0
1973-03-15,0.0,0.7435052624667983,0.7346540093421936,0.7346540093421936,4400,0.0,0.0
1973-03-16,0.0,0.7390796359044959,0.7258027562175888,0.7346540093421936,48000,0.0,0.0
1973-03-19,0.0,0.739079315734632,0.730228066444397,0.730228066444397,5400,0.0,0.0
1973-03-20,0.0,0.739079315734632,0.7258024417992793,0.730228066444397,6000,0.0,0.0
1973-03-21,0.0,0.730228066444397,0.7258024417992793,0.730228066444397,6800,0.0,0.0
1973-03-22,0.0,0.7390797734260559,0.7258028912687017,0.7390797734260559,4800,0.0,0.0
1973-03-23,0.0,0.7346536910895145,0.7258024417992793,0.730228066444397,2400,0.0,0.0
