Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,1.3619401852289836,1.3237549463907878,1.336483359336853,1400,0.0,0
1980-03-18,0.0,1.3746688815782655,1.323755219297589,1.3492120504379272,5300,0.0,0
1980-03-19,0.0,1.400125503540039,1.3492118488658558,1.400125503540039,2100,0.0,0
1980-03-20,0.0,1.4128543138504028,1.3746690621247164,1.4128543138504028,1000,0.0,0
1980-03-21,0.0,1.3873971314341935,1.3746687173843384,1.3746687173843384,400,0.0,0
1980-03-24,0.0,1.3746687173843384,1.3746687173843384,1.3746687173843384,300,0.0,0
1980-03-25,0.0,1.3492117722829182,1.336483359336853,1.336483359336853,1700,0.0,0
1980-03-26,0.0,1.3492120504379272,1.3492120504379272,1.3492120504379272,200,0.0,0
1980-03-27,0.0,1.3492120504379272,1.3492120504379272,1.3492120504379272,1100,0.0,0
1980-03-28,0.0,1.3746686783906454,1.3492118510130409,1.3619402647018433,2700,0.0,0
1980-03-31,0.0,1.4128543138504028,1.4001258966085073,1.4128543138504028,600,0.0,0
1980-04-01,0.0,1.400125503540039,1.3746686762029474,1.400125503540039,1700,0.0,0
1980-04-02,0.0,1.4001260656829273,1.3873976469039917,1.3873976469039917,800,0.0,0
1980-04-03,0.0,1.4255834817886353,1.412855057844094,1.4255834817886353,300,0.0,0
1980-04-07,0.0,1.4510391582142221,1.400125503540039,1.400125503540039,1800,0.0,0
1980-04-08,0.0,1.4764953405960746,1.4255817081617272,1.4637669324874878,1000,0.0,0
1980-04-09,0.0,1.4892237487046613,1.4637669324874878,1.4637669324874878,1500,0.0,0
1980-04-10,0.0,1.6037803888320923,1.5146814783414204,1.6037803888320923,7600,0.0,0
1980-04-11,0.0,1.6292376708984375,1.5910524129867554,1.5910524129867554,2800,0.0,0
1980-04-14,0.0,1.5274096727371216,1.5019528448581696,1.5274096727371216,600,0.0,0
1980-04-15,0.0,1.5401380866765977,1.5274096727371216,1.5274096727371216,2700,0.0,0
1980-04-16,0.0,1.5401380866765977,1.5146812587976457,1.5274096727371216,1600,0.0,0
1980-04-17,0.0,1.565595030784607,1.5528666159001792,1.565595030784607,900,0.0,0
1980-04-18,0.0,1.5783231258392334,1.5528663012289232,1.5783231258392334,1100,0.0,0
1980-04-21,0.0,1.6037803888320923,1.5783235572633287,1.6037803888320923,2400,0.0,0
1980-04-22,0.0,1.6292366568497785,1.5910514227048618,1.6165082454681396,3900,0.0,0
1980-04-23,0.0,1.6546938031218772,1.6037801476412041,1.641965389251709,1700,0.0,0
1980-04-24,0.0,1.641965389251709,1.641965389251709,1.641965389251709,900,0.0,0
1980-04-25,0.0,1.6165082454681394,1.6165082454681394,1.6165082454681396,1300,0.0,0
1980-04-28,0.0,1.6165082454681394,1.6165082454681394,1.6165082454681396,500,0.0,0
1980-04-29,0.0,1.616508804616474,1.5783235572633287,1.6037803888320923,3700,0.0,0
1980-04-30,0.0,1.6292372204008556,1.5783235572633287,1.6037803888320923,2400,0.0,0
1980-05-01,0.0,1.6292376708984375,1.5910524129867554,1.5910524129867554,1500,0.0,0
1980-05-02,0.0,1.6037808322906495,1.5910524129867554,1.5910524129867554,600,0.0,0
1980-05-05,0.0,1.6292375326156616,1.6165091143921018,1.6292375326156616,2000,0.0,0
1980-05-06,0.0,1.641965389251709,1.6037801476412041,1.641965389251709,1700,0.0,0
1980-05-07,0.0,1.6801509857177734,1.6419657360423694,1.6801509857177734,3300,0.0,0
1980-05-08,0.0,1.705608010292053,1.6801511743175448,1.7056080102920532,2200,0.0,0
1980-05-09,0.0,1.7056077351247456,1.692879319190979,1.692879319190979,900,0.0,0
1980-05-12,0.0,1.705608010292053,1.6801511743175448,1.7056080102920532,2700,0.0,0
1980-05-13,0.0,1.7819787799448208,1.731065100517826,1.7565219402313232,5500,0.0,0
1980-05-14,0.0,1.7437929738970364,1.718336142161313,1.7310645580291748,2200,0.0,0
1980-05-15,0.0,1.705608010292053,1.705608010292053,1.7056080102920532,100,0.0,0
1980-05-16,0.0,1.7183352708816528,1.6928784520537765,1.7183352708816528,1300,0.0,0
1980-05-19,0.0,1.7056078188347092,1.6801509857177734,1.6801509857177734,3500,0.0,0
1980-05-20,0.0,1.6674233675003052,1.6674233675003052,1.6674233675003052,300,0.0,0
1980-05-21,0.0,1.654694676399231,1.654694676399231,1.654694676399231,1100,0.0,0
1980-05-22,0.0,1.6419659508392215,1.6292375326156616,1.6292375326156616,4500,0.0,0
1980-05-23,0.0,1.6801509857177734,1.6292373194839014,1.6801509857177734,4200,0.0,0
1980-05-27,0.0,1.7183352708816528,1.6928784520537765,1.7183352708816528,1100,0.0,0
1980-05-28,0.0,1.692879319190979,1.692879319190979,1.692879319190979,1600,0.0,0
1980-05-29,0.0,1.6801517901529792,1.6674233675003052,1.6674233675003052,700,0.0,0
1980-05-30,0.0,1.654694676399231,1.654694676399231,1.654694676399231,400,0.0,0
1980-06-02,0.0,1.6801509857177734,1.6419657360423694,1.6801509857177734,2500,0.0,0
1980-06-03,0.0,1.7183362353931773,1.6801509857177734,1.6801509857177734,3400,0.0,0
1980-06-04,0.0,1.692879319190979,1.6674224873234453,1.692879319190979,300,0.0,0
1980-06-05,0.0,1.7310645580291748,1.7056077262934515,1.7310645580291748,3400,0.0,0
1980-06-06,0.0,1.7310645580291748,1.718336142161313,1.7310645580291748,700,0.0,0
1980-06-09,0.0,1.743792982926046,1.692879319190979,1.692879319190979,1900,0.0,0
1980-06-10,0.0,1.705608010292053,1.6674227563302908,1.7056080102920532,1900,0.0,0
1980-06-11,0.0,1.7310645580291748,1.69287931042559,1.7310645580291748,800,0.0,0
1980-06-12,0.0,1.7437920897095291,1.7183352708816528,1.7183352708816528,1100,0.0,0
1980-06-13,0.0,1.7565219402313232,1.731065100517826,1.7565219402313232,2000,0.0,0
1980-06-16,0.0,1.7692493591865486,1.7310641212184934,1.7437925338745117,1800,0.0,0
1980-06-17,0.0,1.7437920897095291,1.7056068614677147,1.7183352708816528,2700,0.0,0
1980-06-18,0.0,1.7565219402313232,1.680151421090831,1.7565219402313232,7200,0.0,0
1980-06-19,0.0,1.731063680295591,1.7056068614677147,1.7183352708816528,3100,0.0,0
1980-06-20,0.0,1.731063680295591,1.6801500426398381,1.7183352708816528,3300,0.0,0
1980-06-23,0.0,1.7310645580291748,1.7056077262934515,1.7310645580291748,1800,0.0,0
1980-06-24,0.0,1.705608010292053,1.705608010292053,1.7056080102920532,200,0.0,0
1980-06-25,0.0,1.705608010292053,1.692879592304799,1.7056080102920532,2500,0.0,0
1980-06-26,0.0,1.7183364282793072,1.692879592304799,1.7056080102920532,3100,0.0,0
1980-06-27,0.0,1.7183361510585125,1.692879319190979,1.692879319190979,1600,0.0,0
1980-06-30,0.0,1.6801517901529792,1.6674233675003052,1.6674233675003052,3100,0.0,0
1980-07-01,0.0,1.7056086354583273,1.6674233675003052,1.6674233675003052,2200,0.0,0
1980-07-02,0.0,1.6801509857177734,1.6801509857177734,1.6801509857177734,600,0.0,0
1980-07-03,0.0,1.692879319190979,1.692879319190979,1.692879319190979,100,0.0,0
1980-07-07,0.0,1.7310645580291748,1.718336142161313,1.7310645580291748,1700,0.0,0
1980-07-08,0.0,1.7437929738970364,1.718336142161313,1.7310645580291748,1100,0.0,0
