Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-03-30,11.991987228393555,12.365071275499133,11.618903181287978,11.991987228393555,4592500,0.0,0
1999-03-31,12.045283763208122,12.045283763208122,11.40571117401123,11.40571117401123,923300,0.0,0
1999-04-01,11.40571078547725,11.72549706918222,11.40571078547725,11.512306213378906,312400,0.0,0
1999-04-05,11.618901641280564,11.618901641280564,11.245817643624765,11.512306213378906,200600,0.0,0
1999-04-06,11.51230866318449,11.725499564354573,11.51230866318449,11.618904113769531,106200,0.0,0
1999-04-07,11.565604269504547,12.045283709253585,11.565604269504547,11.938688278198242,147600,0.0,0
1999-04-08,11.938688278198244,11.938688278198244,11.938688278198244,11.938688278198242,62000,0.0,0
1999-04-09,11.938690465524656,12.045285916109698,11.618904113769531,11.618904113769531,195100,0.0,0
1999-04-12,11.618901641280564,11.618901641280564,11.512306213378906,11.512306213378906,23000,0.0,0
1999-04-13,11.51230894844487,11.51230894844487,11.299118041992188,11.299118041992188,30500,0.0,0
1999-04-14,11.299116293589273,11.299116293589273,10.126566489537556,10.233161926269531,651600,0.0,0
1999-04-15,10.233161926269531,10.339757363001505,10.126566489537556,10.233161926269531,37700,0.0,0
1999-04-16,10.339757919311523,10.339757919311523,10.28646019807796,10.339757919311523,7100,0.0,0
1999-04-19,10.339757363001505,10.552948236465454,10.233161926269531,10.233161926269531,8500,0.0,0
1999-04-20,10.233161926269531,10.393055081367493,10.233161926269531,10.233161926269531,10700,0.0,0
1999-04-21,10.233163393460789,11.618904269658604,10.233163393460789,11.08592700958252,237700,0.0,0
1999-04-22,11.512306213378906,11.938687924985533,11.299115357575594,11.512306213378906,179300,0.0,0
1999-04-23,11.938690055129873,12.578262736654688,11.832094608209072,12.471667289733887,749400,0.0,0
1999-04-26,13.004641689471345,14.283786773681642,12.68485541841877,14.28378677368164,319900,0.0,0
1999-04-27,14.28378695600173,14.496977806091309,13.111237280509052,14.496977806091309,102300,0.0,0
1999-04-28,14.283787258600785,14.283787258600785,12.57826042175293,12.57826042175293,236400,0.0,0
1999-04-29,12.898047278909122,12.898047278909122,11.51230666216682,11.77879524230957,106800,0.0,0
1999-04-30,11.832095014939615,12.045285916109698,11.618904113769531,11.618904113769531,83600,0.0,0
1999-05-03,11.938688216670867,11.938688216670867,11.565604209899902,11.565604209899902,17600,0.0,0
1999-05-04,11.51230894844487,12.045286214576578,11.085927135539505,11.299118041992188,124500,0.0,0
1999-05-05,11.299115209296197,11.299115209296197,10.233160944268255,10.766138076782227,135100,0.0,0
1999-05-06,10.872734069824219,11.19252036599552,10.872734069824219,10.872734069824219,40100,0.0,0
1999-05-07,11.085927009582521,11.085927009582521,10.872736105552088,11.08592700958252,111700,0.0,0
1999-05-10,11.192520937873322,11.192520937873322,10.766139187859102,10.979330062866211,45400,0.0,0
1999-05-11,10.76614077586048,11.725499854897553,10.76614077586048,11.299118041992188,57100,0.0,0
1999-05-12,11.299117136001586,13.11123969554901,11.139223968982696,12.79145336151123,563800,0.0,0
1999-05-13,13.21783514022827,13.21783514022827,12.791453361511229,12.79145336151123,55900,0.0,0
1999-05-14,12.684859580007092,12.898050497318136,12.365073204040527,12.365073204040527,73900,0.0,0
1999-05-17,12.258475143297584,12.258475143297584,11.938688835211561,12.045284271240234,21800,0.0,0
1999-05-18,12.045284271240234,12.15187970726891,11.938688835211561,12.045284271240234,144600,0.0,0
1999-05-19,12.258474475047628,13.324428777225682,12.151879044829823,13.004642486572266,211700,0.0,0
1999-05-20,13.164536476135252,13.164536476135252,12.898047883500936,13.164536476135254,78600,0.0,0
1999-05-21,12.898048548194453,13.164537154562106,12.898048548194453,13.111239433288574,32800,0.0,0
1999-05-24,12.898046703661903,13.111237558267884,12.57826042175293,12.57826042175293,318500,0.0,0
1999-05-25,12.578262220553267,13.111239433288576,12.578262220553267,13.111239433288574,91300,0.0,0
1999-05-26,12.791453630496294,12.791453630496294,12.471667289733887,12.471667289733887,42600,0.0,0
1999-05-27,12.471667425973076,13.004644666399274,12.471667425973076,12.684858322143555,8300,0.0,0
1999-05-28,12.684856195918849,13.004642486572266,12.684856195918849,13.004642486572266,31700,0.0,0
1999-06-01,13.111239219837854,13.111239219837854,12.63155973618525,12.977994918823242,89200,0.0,0
1999-06-02,12.79145295954933,13.111239283538064,12.578262076890175,12.898048400878906,122600,0.0,0
1999-06-03,13.004641717480075,13.217832565307617,12.898046293566304,13.217832565307617,81900,0.0,0
1999-06-04,13.004643132136419,15.349742713341346,13.004643132136419,13.857406616210938,53100,0.0,0
1999-06-07,13.857405835931953,14.177192124453459,13.857405835931953,14.070596694946289,24900,0.0,0
1999-06-08,13.964001265439121,14.283787553960629,13.964001265439121,14.070596694946289,21500,0.0,0
1999-06-09,14.390385491507395,14.496980939592635,14.177194595336914,14.177194595336914,90400,0.0,0
1999-06-10,14.496978708732886,15.989314752278919,14.283787845369169,15.936017036437988,136700,0.0,0
1999-06-11,15.989315894342239,16.62888853011593,15.776125015751008,16.522293090820312,274000,0.0,0
1999-06-14,16.842080938620647,16.842080938620647,15.989317346791752,16.25580596923828,95300,0.0,0
1999-06-15,16.62888651308806,16.62888651308806,14.710168838500977,14.710168838500977,20500,0.0,0
1999-06-16,14.923363332673322,14.923363332673322,13.324431547029752,13.537622451782227,91700,0.0,0
1999-06-17,13.590915256076388,14.390380859375,13.590915256076388,14.390380859375,123600,0.0,0
1999-06-18,14.390383652278356,14.923360824584961,14.283788217817033,14.923360824584961,18000,0.0,0
1999-06-21,14.710173827922898,16.095914840698242,14.603578365401717,16.095914840698242,13200,0.0,0
1999-06-22,15.776130826849686,16.735490133887843,15.776130826849686,16.202512741088867,57100,0.0,0
1999-06-23,16.095915671425,16.62889301153841,14.923365523175496,15.296449661254883,33300,0.0,0
1999-06-24,14.816761816051645,15.456334268543083,14.603570998554499,15.136548042297363,21200,0.0,0
1999-06-25,15.136550543964772,15.136550543964772,14.28378713303718,14.710168838500977,139300,0.0,0
1999-06-28,15.02996247693112,16.735490133887843,14.923366998371325,16.202512741088867,107500,0.0,0
1999-06-29,16.202503771395296,16.255801481169623,14.923358736811457,15.776122093200684,57700,0.0,0
